id,title,authors,venue,year
1430,response to a close look at the ifo data model,"serge abiteboul , richard hull",sigmod record,1995
1431,query decomposition and view maintenance for query languages for unstructured data,dan suciu,vldb,1996
1432,"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,vldb,2001
1433,scalable sweeping-based spatial join,"lars arge , jeffrey scott vitter , torsten suel , sridhar ramaswamy , octavian procopiuc",vldb,1998
1434,algorithms for mining association rules for binary segmentations of huge categorical databases,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda",vldb,1998
1435,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",sigmod conference,2002
1436,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",vldb,2001
1437,incremental data structures and algorithms for dynamic query interfaces,"ben shneiderman , richard beigel , egemen tanin",sigmod record,1996
1438,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",sigmod conference,1997
1439,sequoia 2000 metadata schema for satellite images,"michael stonebraker , jean t. anderson",sigmod record,1994
1440,archiving scientific data,"sanjeev khanna , peter buneman , wang chiew tan , keishi tajima",sigmod conference,2002
1441,extracting structured data from web pages,"arvind arasu , hector garcia-molina",sigmod conference,2003
1442,a consumer viewpoint on mediator languages - a proposal for a standard,"eric hughes , leonard j. seligman , arnon rosenthal , scott renner",sigmod record,1997
1443,a data warehousing architecture for enabling service provisioning process,yannis kotidis,vldb,2001
1444,qbi : query by icons,"antonio massari , panos k. chrysanthis , lorenzo saladini , stefano pavani",sigmod conference,1995
1445,crawling the hidden web,"sriram raghavan , hector garcia-molina",vldb,2001
1446,peer-to-peer : harnessing the power of disruptive technologies,mario a. nascimento,sigmod record,2003
1447,a graph-theoretic model for optimizing queries involving methods,"yaw-huei chen , chi-sheng shih , chiang lee",vldb j.,2001
1448,a tsql2 tutorial,"james clifford , ramez elmasri , michael d. soo , wolfgang käfer , nick kline , arie segev , suryanarayana m. sripada , fabio grandi , john f. roddick , richard t. snodgrass , christian s. jensen , nikos a. lorentzos , ilsoo ahn , gad ariav , don s. batory , t. y. cliff leung , curtis e. dyreson , krishna g. kulkarni",sigmod record,1994
1449,dynamic itemset counting and implication rules for market basket data,"shalom tsur , rajeev motwani , sergey brin , jeffrey d. ullman",sigmod conference,1997
1450,unbundling active functionality,"hans fritschi , arne koschel , günter von bültzingsloewen , stella gatziu",sigmod record,1998
1451,the cubetree storage organization,"yannis kotidis , nick roussopoulos",vldb,1998
1452,multigranularity locking in multiple job classes transaction processing system,"sheung-lun hung , shan-hoi ng",sigmod record,1995
1453,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,2001
1454,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",vldb,2002
1455,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994
1456,innovation in database management : computer science vs. engineering,kenneth r. jacobs,vldb,1997
1457,oodb indexing by class-division,"sridhar ramaswamy , paris c. kanellakis",sigmod conference,1995
1458,"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk )",michael j. carey,vldb,2000
1459,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,sigmod record,2000
1460,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000
1461,efficient management of multiversion documents by object referencing,"vassilis j. tsotras , carlo zaniolo , shu-yao chien",vldb,2001
1462,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001
1463,data mining techniques,jiawei han,sigmod conference,1996
1464,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997
1465,multi-dimensional regression analysis of time-series data streams,"benjamin w. wah , yixin chen , jianyong wang , guozhu dong , jiawei han",vldb,2002
1466,dynamic information visualization,yannis e. ioannidis,sigmod record,1996
1467,grid data management systems & services,"reagan moore , arun jagatheesan , paul watson , norman w. paton",vldb,2003
1468,comparative analysis of six xml schema languages,"dongwon lee , wesley w. chu",sigmod record,2000
1469,graphdb : modeling and querying graphs in databases,ralf hartmut güting,vldb,1994
1470,"the five-minute rule ten years later , and other computer storage rules of thumb","jim gray , goetz graefe",sigmod record,1997
1471,cache fusion : extending shared-disk clusters with shared caches,"tirthankar lahiri , n. macnaughton , sashikanth chandrasekaran , wilson chan , vinay srihari",vldb,2001
1472,www-udk : a web-based environmental meta-information system,"rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm",sigmod record,1997
1473,on the computation of relational view complements,"gottfried vossen , jens lechtenbörger",acm trans . database syst .,2003
1474,database indexing for large dna and protein sequence collections,"robert w. irving , malcolm p. atkinson , ela hunt",vldb j.,2002
1475,incremental organization for data recording and warehousing,"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri",vldb,1997
1476,understanding the semantics of sensor data,murali mani,sigmod record,2003
1477,power efficient data gathering and aggregation in wireless sensor networks,"ibrahim korpeoglu , hüseyin özgür tan",sigmod record,2003
1478,treasurer 's message,joachim hammer,sigmod record,2003
1479,multi-step processing of spatial joins,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",sigmod conference,1994
1480,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",vldb j.,2001
1481,lifestreams : a storage model for personal data,"eric freeman , david gelernter",sigmod record,1996
1482,computing complete answers to queries in the presence of limited access patterns,chen li,vldb j.,2003
1483,report on the web dynamics workshop at www 2002,"alexandra poulovassilis , mark levene",sigmod record,2002
1484,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,1994
1485,information gathering in the world-wide web : the w3ql query language and the w3qs system,"david konopnicki , oded shmueli",acm trans . database syst .,1998
1486,advanced database technologies in a diabetic healthcare system,"chenyi xia , wynne hsu , keng lik teo , mong-li lee , beng chin ooi , pranab kumar mohanty",vldb,2002
1487,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","césar a. galindo-legaria , florian waas",sigmod conference,2000
1488,parallel evaluation of multi-join queries,"jan flokstra , annita n. wilschut , peter m. g. apers",sigmod conference,1995
1489,data mining on an oltp system ( nearly ) for free,"erik riedel , gregory r. ganger , david nagle , christos faloutsos",sigmod conference,2000
1490,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"srinath srinivasa , sujit kumar",vldb,2003
1491,an overview and classification of mediated query systems,"klaus r. dittrich , ruxandra domenig",sigmod record,1999
1492,local dimensionality reduction : a new approach to indexing high dimensional spaces,"kaushik chakrabarti , sharad mehrotra",vldb,2000
1493,supporting global user profiles through trusted authorities,ibrahim cingil,sigmod record,2002
1494,mqseries and cics link for lotus notes,?,sigmod record,1996
1495,the propel distributed services platform,"runping qi , kuan yee , brian sterling , nicolas adiba , michael j. carey , david rieber , steve kirsch , michael blow , john c. shafer , rajendra panwar , daniela florescu , mary roth , dan wineman , david li , bert van der linden , brian vickery , ivan oprencak , tolga urhan",vldb,2001
1496,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999
1497,safe query languages for constraint databases,peter z. revesz,acm trans . database syst .,1998
1498,gigascope : a stream database for network applications,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",sigmod conference,2003
1499,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",jia liang han,vldb j.,1998
1500,cost based query scrambling for initial delays,"tolga urhan , michael j. franklin , laurent amsaleg",sigmod conference,1998
1501,performance measurements of tertiary storage devices,"ethan l. miller , theodore johnson",vldb,1998
1502,a system for keyword proximity search on xml databases,"tianqiu wang , yannis papakonstantinou , nick koudas , vagelis hristidis , andrey balmin , divesh srivastava",vldb,2003
1503,roadrunner : towards automatic data extraction from large web sites,"giansalvatore mecca , valter crescenzi , paolo merialdo",vldb,2001
1504,from ternary relationship to relational tables : a case against common beliefs,rafael camps,sigmod record,2002
1505,spartan : a model-based semantic compression system for massive data tables,"shivnath babu , rajeev rastogi , minos n. garofalakis",sigmod conference,2001
1506,data replication for mobile computers,"a. prasad sistla , ouri wolfson , yixiu huang",sigmod conference,1994
